Node1,Node2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
185.85,27
180.75,26.25
173.8,25.25
169.85,24.7
169.1,24.6
173.55,25.2
207.95,30.2
248.05,36.05
268.45,39
268.85,39.05
256.25,37.2
245.95,35.75
267.65,38.9
277.55,40.35
266.15,38.7
252.7,36.75
229.7,33.35
221.2,32.15
235.1,34.2
236,34.3
241.05,35.05
225.1,32.75
207.05,30.05
196.3,28.5
185.85,27
180.75,26.25
173.8,25.25
169.85,24.7
169.1,24.6
173.55,25.2
207.95,30.2
248.05,36.05
268.45,39
268.85,39.05
256.25,37.2
245.95,35.75
267.65,38.9
277.55,40.35
266.15,38.7
252.7,36.75
229.7,33.35
221.2,32.15
235.1,34.2
236,34.3
241.05,35.05
225.1,32.75
207.05,30.05
196.3,28.5
206.5,30
200.8,29.2
193.1,28.1
188.75,27.45
187.85,27.3
192.85,28.05
231.1,33.55
275.6,40.05
298.35,43.4
298.7,43.45
284.75,41.4
273.35,39.75
297.4,43.2
308.4,44.85
295.7,42.95
280.8,40.8
255.2,37.1
245.75,35.7
261.25,37.95
262.2,38.1
267.85,38.95
250.1,36.35
230.05,33.4
218.1,31.7
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
186.8,27.15
181.65,26.4
174.65,25.35
170.75,24.8
169.9,24.7
174.45,25.35
209,30.4
249.3,36.25
269.85,39.2
270.2,39.25
257.55,37.45
247.2,35.9
269,39.1
278.95,40.55
267.5,38.9
254,36.9
230.85,33.55
222.25,32.3
236.3,34.35
237.2,34.45
242.25,35.25
226.25,32.9
208.05,30.2
197.25,28.65
186.8,27.15
181.65,26.4
174.65,25.35
170.75,24.8
169.9,24.7
174.45,25.35
209,30.4
249.3,36.25
269.85,39.2
270.2,39.25
257.55,37.45
247.2,35.9
269,39.1
278.95,40.55
267.5,38.9
254,36.9
230.85,33.55
222.25,32.3
236.3,34.35
237.2,34.45
242.25,35.25
226.25,32.9
208.05,30.2
197.25,28.65
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
186.8,27.15
181.65,26.4
174.65,25.35
170.75,24.8
169.9,24.7
174.45,25.35
209,30.4
249.3,36.25
269.85,39.2
270.2,39.25
257.55,37.45
247.2,35.9
269,39.1
278.95,40.55
267.5,38.9
254,36.9
230.85,33.55
222.25,32.3
236.3,34.35
237.2,34.45
242.25,35.25
226.25,32.9
208.05,30.2
197.25,28.65
186.8,27.15
181.65,26.4
174.65,25.35
170.75,24.8
169.9,24.7
174.45,25.35
209,30.4
249.3,36.25
269.85,39.2
270.2,39.25
257.55,37.45
247.2,35.9
269,39.1
278.95,40.55
267.5,38.9
254,36.9
230.85,33.55
222.25,32.3
236.3,34.35
237.2,34.45
242.25,35.25
226.25,32.9
208.05,30.2
197.25,28.65
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
186.8,27.15
181.65,26.4
174.65,25.35
170.75,24.8
169.9,24.7
174.45,25.35
209,30.4
249.3,36.25
269.85,39.2
270.2,39.25
257.55,37.45
247.2,35.9
269,39.1
278.95,40.55
267.5,38.9
254,36.9
230.85,33.55
222.25,32.3
236.3,34.35
237.2,34.45
242.25,35.25
226.25,32.9
208.05,30.2
197.25,28.65
186.8,27.15
181.65,26.4
174.65,25.35
170.75,24.8
169.9,24.7
174.45,25.35
209,30.4
249.3,36.25
269.85,39.2
270.2,39.25
257.55,37.45
247.2,35.9
269,39.1
278.95,40.55
267.5,38.9
254,36.9
230.85,33.55
222.25,32.3
236.3,34.35
237.2,34.45
242.25,35.25
226.25,32.9
208.05,30.2
197.25,28.65
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
186.8,27.15
181.65,26.4
174.65,25.35
170.75,24.8
169.9,24.7
174.45,25.35
209,30.4
249.3,36.25
269.85,39.2
270.2,39.25
257.55,37.45
247.2,35.9
269,39.1
278.95,40.55
267.5,38.9
254,36.9
230.85,33.55
222.25,32.3
236.3,34.35
237.2,34.45
242.25,35.25
226.25,32.9
208.05,30.2
197.25,28.65
186.8,27.15
181.65,26.4
174.65,25.35
170.75,24.8
169.9,24.7
174.45,25.35
209,30.4
249.3,36.25
269.85,39.2
270.2,39.25
257.55,37.45
247.2,35.9
269,39.1
278.95,40.55
267.5,38.9
254,36.9
230.85,33.55
222.25,32.3
236.3,34.35
237.2,34.45
242.25,35.25
226.25,32.9
208.05,30.2
197.25,28.65
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
207.55,30.15
201.85,29.35
194.1,28.2
189.7,27.55
188.8,27.45
193.8,28.2
232.25,33.75
277.05,40.25
299.85,43.6
300.2,43.65
286.15,41.6
274.7,39.95
298.9,43.45
309.95,45.05
297.25,43.15
282.2,41.05
256.5,37.25
247,35.9
262.55,38.15
263.5,38.3
269.2,39.1
251.35,36.55
231.2,33.6
219.2,31.85
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
180.55,26.25
175.6,25.55
168.8,24.55
165,23.95
164.3,23.85
168.6,24.5
202.05,29.4
241,35.05
260.85,37.9
261.15,37.95
248.95,36.2
239,34.7
260,37.8
269.65,39.2
258.55,37.6
245.5,35.7
223.15,32.4
214.85,31.2
228.45,33.2
229.25,33.3
234.15,34.05
218.65,31.8
201.15,29.25
190.7,27.7
180.55,26.25
175.6,25.55
168.8,24.55
165,23.95
164.3,23.85
168.6,24.5
202.05,29.4
241,35.05
260.85,37.9
261.15,37.95
248.95,36.2
239,34.7
260,37.8
269.65,39.2
258.55,37.6
245.5,35.7
223.15,32.4
214.85,31.2
228.45,33.2
229.25,33.3
234.15,34.05
218.65,31.8
201.15,29.25
190.7,27.7
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
180.55,26.25
175.6,25.55
168.8,24.55
165,23.95
164.3,23.85
168.6,24.5
202.05,29.4
241,35.05
260.85,37.9
261.15,37.95
248.95,36.2
239,34.7
260,37.8
269.65,39.2
258.55,37.6
245.5,35.7
223.15,32.4
214.85,31.2
228.45,33.2
229.25,33.3
234.15,34.05
218.65,31.8
201.15,29.25
190.7,27.7
180.55,26.25
175.6,25.55
168.8,24.55
165,23.95
164.3,23.85
168.6,24.5
202.05,29.4
241,35.05
260.85,37.9
261.15,37.95
248.95,36.2
239,34.7
260,37.8
269.65,39.2
258.55,37.6
245.5,35.7
223.15,32.4
214.85,31.2
228.45,33.2
229.25,33.3
234.15,34.05
218.65,31.8
201.15,29.25
190.7,27.7
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
180.55,26.25
175.6,25.55
168.8,24.55
165,23.95
164.3,23.85
168.6,24.5
202.05,29.4
241,35.05
260.85,37.9
261.15,37.95
248.95,36.2
239,34.7
260,37.8
269.65,39.2
258.55,37.6
245.5,35.7
223.15,32.4
214.85,31.2
228.45,33.2
229.25,33.3
234.15,34.05
218.65,31.8
201.15,29.25
190.7,27.7
180.55,26.25
175.6,25.55
168.8,24.55
165,23.95
164.3,23.85
168.6,24.5
202.05,29.4
241,35.05
260.85,37.9
261.15,37.95
248.95,36.2
239,34.7
260,37.8
269.65,39.2
258.55,37.6
245.5,35.7
223.15,32.4
214.85,31.2
228.45,33.2
229.25,33.3
234.15,34.05
218.65,31.8
201.15,29.25
190.7,27.7
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
180.55,26.25
175.6,25.55
168.8,24.55
165,23.95
164.3,23.85
168.6,24.5
202.05,29.4
241,35.05
260.85,37.9
261.15,37.95
248.95,36.2
239,34.7
260,37.8
269.65,39.2
258.55,37.6
245.5,35.7
223.15,32.4
214.85,31.2
228.45,33.2
229.25,33.3
234.15,34.05
218.65,31.8
201.15,29.25
190.7,27.7
180.55,26.25
175.6,25.55
168.8,24.55
165,23.95
164.3,23.85
168.6,24.5
202.05,29.4
241,35.05
260.85,37.9
261.15,37.95
248.95,36.2
239,34.7
260,37.8
269.65,39.2
258.55,37.6
245.5,35.7
223.15,32.4
214.85,31.2
228.45,33.2
229.25,33.3
234.15,34.05
218.65,31.8
201.15,29.25
190.7,27.7
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
200.6,29.2
195.15,28.35
187.55,27.25
183.4,26.65
182.5,26.5
187.35,27.25
224.5,32.65
267.8,38.95
289.8,42.15
290.15,42.2
276.6,40.2
265.5,38.6
288.95,41.95
299.65,43.55
287.25,41.75
272.8,39.6
247.95,36
238.7,34.7
253.8,36.9
254.75,37
260.2,37.8
243,35.3
223.45,32.45
211.9,30.8
180.55,26.25
175.6,25.55
168.8,24.55
165,23.95
164.3,23.85
168.6,24.5
202.05,29.4
241,35.05
260.85,37.9
261.15,37.95
248.95,36.2
239,34.7
260,37.8
269.65,39.2
258.55,37.6
245.5,35.7
223.15,32.4
214.85,31.2
228.45,33.2
229.25,33.3
234.15,34.05
218.65,31.8
201.15,29.25
190.7,27.7
